Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,03/06/2023,"Zelle payment to Katherine Bogushefsky 16746726659",-125.00,QUICKPAY_DEBIT,1911.60,,
DEBIT,03/06/2023,"6335 GREAT CLIPS AT LAK GILBERT AZ           03/04",-22.00,DEBIT_CARD,2036.60,,
DEBIT,03/06/2023,"Payment to Chase card ending in 9901 03/06",-1041.75,ACCT_XFER,2058.60,,
DEBIT,03/06/2023,"HUNGRY HOWIES - 1823 GILBERT AZ              03/04",-29.79,DEBIT_CARD,3100.35,,
DEBIT,03/06/2023,"METAPAY*Jessica Pugh pay.fb.com CA           03/03",-8.00,DEBIT_CARD,3130.14,,
DEBIT,03/06/2023,"ONE MEDICAL ONEMEDICAL.CO CA                 03/03",-144.00,DEBIT_CARD,3138.14,,
CREDIT,03/06/2023,"Online Transfer from SAV ...8306 transaction#: 16744213228",750.00,ACCT_XFER,3282.14,,
CREDIT,03/06/2023,"VENMO            CASHOUT                    PPD ID: 5264681992",945.00,ACH_CREDIT,2532.14,,
DEBIT,03/03/2023,"CIRCLE K # 03490 CHANDLER AZ                 03/01",-10.02,DEBIT_CARD,1587.14,,
DEBIT,03/03/2023,"APPLE.COM/BILL 866-712-7753 CA               03/03",-5.38,DEBIT_CARD,1597.16,,
DEBIT,03/02/2023,"METAPAY*Jessica Pugh pay.fb.com CA           03/02",-15.00,DEBIT_CARD,1602.54,,
DEBIT,03/02/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          03/01",-44.36,DEBIT_CARD,1617.54,,
DEBIT,03/01/2023,"WENDY'S   4915 E CHAND PHOENIX AZ            02/28",-10.61,DEBIT_CARD,1661.90,,
DEBIT,03/01/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        03/01",-10.55,DEBIT_CARD,1672.51,,
DEBIT,03/01/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    03/01",-20.00,DEBIT_CARD,1683.06,,
DEBIT,03/01/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    03/01",-25.00,DEBIT_CARD,1703.06,,
DEBIT,03/01/2023,"SALAD AND GO #1118 CHANDLER AZ               02/28",-8.82,DEBIT_CARD,1728.06,,
DEBIT,03/01/2023,"CALENDLY HTTPSCALENDLY GA                    02/28",-10.71,DEBIT_CARD,1736.88,,
DEBIT,03/01/2023,"GRAVITATE SMOKE SHOP 4 CHANDLER AZ           02/28",-39.86,DEBIT_CARD,1747.59,,
DEBIT,02/28/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,1787.45,,
DEBIT,02/28/2023,"BURGER KING #9732 SUN LAKES AZ               02/26",-8.02,DEBIT_CARD,1939.66,,
DEBIT,02/27/2023,"ABC*EOS FITNESS 888-8279262 AZ               02/27",-10.14,DEBIT_CARD,1947.68,,
DEBIT,02/27/2023,"TIL*TP BLACK ROCK BR23 CHANDLER AZ           02/26",-14.66,DEBIT_CARD,1957.82,,
DEBIT,02/27/2023,"BEVERAGES & MOR CHANDLER AZ                  02/25",-85.03,DEBIT_CARD,1972.48,,
DEBIT,02/27/2023,"MCDONALD'S F18584 CHANDLER AZ                02/25",-14.03,DEBIT_CARD,2057.51,,
DEBIT,02/27/2023,"DOLLARTRE 2820 S ALMA CHANDLER AZ            02/25",-19.94,DEBIT_CARD,2071.54,,
DEBIT,02/27/2023,"SHELL SERVICE STATION GILBERT AZ     643918  02/25",-36.92,DEBIT_CARD,2091.48,,
DEBIT,02/27/2023,"SHELL OIL 12634667013 GILBERT AZ             02/25",-23.00,DEBIT_CARD,2128.40,,
DEBIT,02/27/2023,"MCDONALD'S F26170 CHANDLER AZ                02/25",-12.50,DEBIT_CARD,2151.40,,
DEBIT,02/27/2023,"APPLE.COM/BILL 866-712-7753 CA               02/25",-7.54,DEBIT_CARD,2163.90,,
DEBIT,02/27/2023,"Autosave General Saving 11371795535",-430.00,ACCT_XFER,2171.44,,
DEBIT,02/27/2023,"TST* MARQUEE THEATRE TE TEMPE AZ             02/25",-15.41,DEBIT_CARD,2601.44,,
DEBIT,02/27/2023,"TST* MARQUEE THEATRE TE TEMPE AZ             02/25",-46.22,DEBIT_CARD,2616.85,,
DEBIT,02/27/2023,"81398 - 725 ASH AVENUE TEMPE AZ              02/25",-7.00,DEBIT_CARD,2663.07,,
DEBIT,02/27/2023,"ZIPPS SPORTS GRILL TEMPE AZ                  02/25",-42.13,DEBIT_CARD,2670.07,,
DEBIT,02/27/2023,"KOHLS #0619 CHANDLER AZ                      02/24",-25.33,DEBIT_CARD,2712.20,,
DEBIT,02/24/2023,"Zelle payment to Katherine Bogushefsky 16667354442",-750.00,QUICKPAY_DEBIT,2737.53,,
DEBIT,02/24/2023,"IC* INSTACART HTTPSINSTACAR CA               02/24",-49.22,DEBIT_CARD,3487.53,,
DEBIT,02/24/2023,"LABORATORY CORPORATIO 800-222-7566 NC        02/24",-36.70,DEBIT_CARD,3536.75,,
DEBIT,02/24/2023,"LABORATORY CORPORATIO 800-222-7566 NC        02/24",-54.98,DEBIT_CARD,3573.45,,
CREDIT,02/24/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",3166.91,ACH_CREDIT,3628.43,,
DEBIT,02/23/2023,"GEICO  *AUTO 800-841-3000 DC                 02/23",-120.84,DEBIT_CARD,461.52,,
DEBIT,02/23/2023,"RAISING CANE'S 460 TEMPE AZ                  02/23",-11.88,DEBIT_CARD,582.36,,
DEBIT,02/23/2023,"IC* INSTACART HTTPSINSTACAR CA               02/22",-140.05,DEBIT_CARD,594.24,,
DEBIT,02/23/2023,"APPLE.COM/BILL 866-712-7753 CA               02/23",-34.48,DEBIT_CARD,734.29,,
DEBIT,02/22/2023,"IC* FRYS DEL VIA INS HTTPSDELIVERY CA        02/22",-34.46,DEBIT_CARD,768.77,,
DEBIT,02/22/2023,"IC* FRYS DEL VIA INS HTTPSDELIVERY CA        02/22",-50.00,DEBIT_CARD,803.23,,
DEBIT,02/21/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,853.23,,
DEBIT,02/21/2023,"SAMS CLUB SAM'S Club PHOENIX AZ              02/19",-58.21,DEBIT_CARD,856.23,,
DEBIT,02/21/2023,"SQ *TURF PARADISE Phoenix AZ                 02/19",-14.21,DEBIT_CARD,914.44,,
DEBIT,02/21/2023,"SQ *TURF PARADISE Phoenix AZ                 02/19",-11.84,DEBIT_CARD,928.65,,
DEBIT,02/21/2023,"METAPAY*Jessica Pugh pay.fb.com CA           02/19",-20.00,DEBIT_CARD,940.49,,
DEBIT,02/21/2023,"BARROS PIZZA - S ALMA CHANDLER AZ            02/20",-5.88,DEBIT_CARD,960.49,,
DEBIT,02/21/2023,"WHP-RIZZO'S PIZZA CHANDLER AZ                02/19",-22.00,DEBIT_CARD,966.37,,
DEBIT,02/21/2023,"NON-CHASE ATM WITHDRAW               104049  02/185040 WEST",-103.00,ATM,988.37,,
DEBIT,02/21/2023,"IC* INSTACART HTTPSINSTACAR CA               02/19",-88.48,DEBIT_CARD,1091.37,,
DEBIT,02/21/2023,"WHATABURGER 1296 GILBERT AZ                  02/18",-13.45,DEBIT_CARD,1179.85,,
DEBIT,02/21/2023,"ABC*EOS FITNESS 602-6103945 AZ               02/18",-10.00,DEBIT_CARD,1193.30,,
DEBIT,02/21/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        02/18",-51.10,DEBIT_CARD,1203.30,,
DEBIT,02/21/2023,"APPLE.COM/BILL 866-712-7753 CA               02/18",-2.15,DEBIT_CARD,1254.40,,
DEBIT,02/17/2023,"VZWRLSS*APOCC VISW 800-922-0204 FL           02/17",-122.02,DEBIT_CARD,1256.55,,
DEBIT,02/16/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,1378.57,,
DEBIT,02/16/2023,"BASHAS' 172 GILBERT AZ               385623  02/16",-4.05,DEBIT_CARD,1391.52,,
DEBIT,02/16/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          02/15",-29.62,DEBIT_CARD,1395.57,,
DEBIT,02/15/2023,"HUGHES FCU ECM   LOAN PAY   74718121        WEB ID: 1751553739",-268.98,ACH_DEBIT,1425.19,,
DEBIT,02/15/2023,"GRAVITATE SMOKE SHOP 4 CHANDLER AZ           02/14",-44.17,DEBIT_CARD,1694.17,,
DEBIT,02/14/2023,"BASHAS' 172 GILBERT AZ               918133  02/14",-60.88,DEBIT_CARD,1738.34,,
DEBIT,02/14/2023,"Nintendo CD925845316 800-2553700 WA          02/14",-4.21,DEBIT_CARD,1799.22,,
DEBIT,02/14/2023,"IC* INSTACART HTTPSINSTACAR CA               02/14",-252.72,DEBIT_CARD,1803.43,,
DEBIT,02/14/2023,"APPLE.COM/BILL 866-712-7753 CA               02/14",-3.22,DEBIT_CARD,2056.15,,
DEBIT,02/13/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,2059.37,,
DEBIT,02/13/2023,"Rocket Money     Premium    ST-S5X8B2S9V3T8 CCD ID: 1800948598",-8.00,MISC_DEBIT,2062.37,,
DEBIT,02/13/2023,"Nintendo CA925325322 800-2553700 WA          02/13",-14.78,DEBIT_CARD,2070.37,,
DEBIT,02/13/2023,"Nintendo CA925323001 800-2553700 WA          02/13",-2.10,DEBIT_CARD,2085.15,,
DEBIT,02/13/2023,"SHELL SERVICE STATION SUN LAKES AZ   462298  02/12",-39.23,DEBIT_CARD,2087.25,,
DEBIT,02/13/2023,"SHELL OIL 57442011003 SUN LAKES AZ           02/12",-6.48,DEBIT_CARD,2126.48,,
DEBIT,02/13/2023,"TACO BELL 037559 CHANDLER AZ                 02/12",-21.36,DEBIT_CARD,2132.96,,
DEBIT,02/13/2023,"NON-CHASE ATM WITHDRAW               254531  02/129431 W NO",-103.75,ATM,2154.32,,
DEBIT,02/13/2023,"SQ *GUYS'S FLAVORTOWN T San Diego CA         02/12",-9.83,DEBIT_CARD,2258.07,,
DEBIT,02/13/2023,"SQ *GUYS'S FLAVORTOWN T San Diego CA         02/12",-18.56,DEBIT_CARD,2267.90,,
DEBIT,02/13/2023,"SQ *GUYS'S FLAVORTOWN T San Diego CA         02/12",-16.93,DEBIT_CARD,2286.46,,
DEBIT,02/13/2023,"SQ *GUYS'S FLAVORTOWN T Tampa FL             02/12",-22.61,DEBIT_CARD,2303.39,,
DEBIT,02/13/2023,"DDWV FOOD COURT GLENDALE AZ                  02/12",-6.50,DEBIT_CARD,2326.00,,
DEBIT,02/13/2023,"THE VAPE LAB CHANDLER AZ                     02/11",-68.96,DEBIT_CARD,2332.50,,
DEBIT,02/13/2023,"Autosave General Saving 11366803052",-430.00,ACCT_XFER,2401.46,,
DEBIT,02/13/2023,"KIND MACAYO CHANDLER CHANDLER AZ             02/10",-75.65,DEBIT_CARD,2831.46,,
DEBIT,02/13/2023,"METAPAY*Jessica Pugh VISA DIRECT CA  467331  02/12",60.00,DEBIT_CARD,2907.11,,
DEBIT,02/10/2023,"Payment to Chase card ending in 9901 02/10",-1212.22,ACCT_XFER,2847.11,,
DEBIT,02/10/2023,"Synchrony Bank   CC PYMT    504662204854782 WEB ID: 9856794001",-221.00,ACH_DEBIT,4059.33,,
DEBIT,02/10/2023,"www.cvs.com 800-746-7287 RI                  02/09",-17.99,DEBIT_CARD,4280.33,,
DEBIT,02/10/2023,"CHICK-FIL-A #03128 PHOENIX AZ                02/08",-20.08,DEBIT_CARD,4298.32,,
CREDIT,02/10/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",3166.91,ACH_CREDIT,4318.40,,
DEBIT,02/09/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-10.85,ACH_DEBIT,1151.49,,
DEBIT,02/08/2023,"ATT              Payment                    PPD ID: 9864031004",-69.85,ACH_DEBIT,1162.34,,
DEBIT,02/08/2023,"GRAVITATE SMOKE SHOP 4 CHANDLER AZ           02/07",-56.02,DEBIT_CARD,1232.19,,
DEBIT,02/08/2023,"www.cvs.com 800-746-7287 RI                  02/07",-28.27,DEBIT_CARD,1288.21,,
DEBIT,02/08/2023,"VITAL4MEN CHANDLER AZ                        02/06",-35.00,DEBIT_CARD,1316.48,,
DEBIT,02/07/2023,"Zelle payment to Joey Bogushefsky 16508377826",-880.04,QUICKPAY_DEBIT,1351.48,,
CREDIT,02/07/2023,"Online Transfer from SAV ...8306 transaction#: 16508386585",880.00,ACCT_XFER,2231.52,,
DEBIT,02/06/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,1351.52,,
DEBIT,02/06/2023,"MCDONALD'S F39488 CHANDLER AZ                02/05",-15.52,DEBIT_CARD,1354.52,,
DEBIT,02/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        02/05",-56.21,DEBIT_CARD,1370.04,,
DEBIT,02/06/2023,"NON-CHASE ATM WITHDRAW               655240  02/0415406 NOR",-84.00,ATM,1426.25,,
DEBIT,02/06/2023,"HARRAHS AK-CHIN HTL MDS MARICOPA AZ          02/04",-9.51,DEBIT_CARD,1510.25,,
DEBIT,02/06/2023,"AK-CHIN CIRCLE ENT CENT MARICOPA AZ          02/05",-10.00,DEBIT_CARD,1519.76,,
DEBIT,02/06/2023,"AK-CHIN CIRCLE ENT CENT MARICOPA AZ          02/05",-45.00,DEBIT_CARD,1529.76,,
DEBIT,02/06/2023,"AKIMEL ENTERPRI CHANDLER AZ                  02/04",-44.10,DEBIT_CARD,1574.76,,
DEBIT,02/06/2023,"IC* INSTACART HTTPSINSTACAR CA               02/05",-220.05,DEBIT_CARD,1618.86,,
DEBIT,02/06/2023,"APPLE.COM/BILL 866-712-7753 CA               02/05",-4.30,DEBIT_CARD,1838.91,,
DEBIT,02/06/2023,"3527 GREAT CLIPS AT COO GILBERT AZ           02/04",-24.00,DEBIT_CARD,1843.21,,
DEBIT,02/03/2023,"BASHAS' #043 SUN LAKES AZ            691773  02/03",-10.97,DEBIT_CARD,1867.21,,
DEBIT,02/03/2023,"DEL TACO 1128 CHANDLER AZ                    02/02",-7.22,DEBIT_CARD,1878.18,,
DEBIT,02/03/2023,"FIRED PIE SHOPS AT OCOT CHANDLER AZ          02/03",-41.99,DEBIT_CARD,1885.40,,
DEBIT,02/02/2023,"DESERT SHORES DENTISTR PHOENIX AZ    391085  02/02",-109.40,DEBIT_CARD,1927.39,,
DEBIT,02/02/2023,"FRYS FUEL #7628 3955 E PHOENIX AZ    956419  02/02",-3.78,DEBIT_CARD,2036.79,,
DEBIT,02/02/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          02/01",-54.88,DEBIT_CARD,2040.57,,
DEBIT,02/02/2023,"MCDONALD'S F25154 CHANDLER AZ                02/01",-9.37,DEBIT_CARD,2095.45,,
DEBIT,02/02/2023,"GRAVITATE SMOKE SHOP 4 CHANDLER AZ           02/01",-32.33,DEBIT_CARD,2104.82,,
DEBIT,02/01/2023,"CALENDLY HTTPSCALENDLY GA                    01/31",-10.71,DEBIT_CARD,2137.15,,
DEBIT,01/31/2023,"CARING FOR FAMILIES 480-7837000 AZ           01/30",-25.00,DEBIT_CARD,2147.86,,
DEBIT,01/30/2023,"VALLE LUNA CHANDLER 480-7863100 AZ           01/29",-91.34,DEBIT_CARD,2172.86,,
DEBIT,01/30/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    01/30",-20.00,DEBIT_CARD,2264.20,,
DEBIT,01/30/2023,"RAPIDAPI HTTPSRAPIDAPI CA                    01/29",-25.00,DEBIT_CARD,2284.20,,
DEBIT,01/30/2023,"HOOSIER CAFE CHANDLER AZ                     01/29",-46.38,DEBIT_CARD,2309.20,,
DEBIT,01/30/2023,"IC* INSTACART*SUBSCR HTTPSINSTACAR CA        01/29",-10.55,DEBIT_CARD,2355.58,,
DEBIT,01/30/2023,"GRAVITATE SMOKE SHOP 4 CHANDLER AZ           01/28",-46.33,DEBIT_CARD,2366.13,,
DEBIT,01/30/2023,"SHELL OIL 12634667013 GILBERT AZ             01/28",-10.33,DEBIT_CARD,2412.46,,
DEBIT,01/30/2023,"TST* JAMBA JUICE - 1427 CHANDLER AZ          01/29",-12.02,DEBIT_CARD,2422.79,,
DEBIT,01/30/2023,"Autosave General Saving 11361246477",-430.00,ACCT_XFER,2434.81,,
DEBIT,01/30/2023,"MOHELA           QDR                        PPD ID: 3431261525",-152.21,ACH_DEBIT,2864.81,,
DEBIT,01/30/2023,"BJS RESTAURANTS 422 CHANDLER AZ              01/27",-105.11,DEBIT_CARD,3017.02,,
DEBIT,01/30/2023,"www.cvs.com 800-746-7287 RI                  01/28",-12.99,DEBIT_CARD,3122.13,,
DEBIT,01/30/2023,"APPLE.COM/BILL 866-712-7753 CA               01/28",-10.77,DEBIT_CARD,3135.12,,
DEBIT,01/30/2023,"APPLE.COM/BILL 866-712-7753 CA               01/28",-5.38,DEBIT_CARD,3145.89,,
DEBIT,01/30/2023,"VITAL4MEN CHANDLER AZ                        01/27",-35.00,DEBIT_CARD,3151.27,,
DEBIT,01/27/2023,"Payment to Chase card ending in 9901 01/27",-1311.13,ACCT_XFER,3186.27,,
DEBIT,01/27/2023,"ABC*EOS FITNESS 888-8279262 AZ               01/27",-10.14,DEBIT_CARD,4497.40,,
CREDIT,01/27/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",3166.91,ACH_CREDIT,4507.54,,
DEBIT,01/24/2023,"SHELL OIL 57442011003 SUN LAKES AZ           01/23",-12.08,DEBIT_CARD,1340.63,,
DEBIT,01/24/2023,"SHELL OIL 57441888609 PHOENIX AZ             01/23",-19.83,DEBIT_CARD,1352.71,,
DEBIT,01/23/2023,"SHELL SERVICE STATION PHOENIX AZ     267964  01/23",-39.99,DEBIT_CARD,1372.54,,
DEBIT,01/23/2023,"GEICO  *AUTO 800-841-3000 DC                 01/23",-120.84,DEBIT_CARD,1412.53,,
DEBIT,01/23/2023,"APPLE.COM/BILL 866-712-7753 CA               01/23",-24.78,DEBIT_CARD,1533.37,,
DEBIT,01/23/2023,"QT 442 CHANDLER AZ                           01/22",-24.49,DEBIT_CARD,1558.15,,
DEBIT,01/23/2023,"SODASTREAM USA INC 888-7632258 NJ            01/22",-27.45,DEBIT_CARD,1582.64,,
DEBIT,01/23/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           01/21",-32.57,DEBIT_CARD,1610.09,,
DEBIT,01/23/2023,"MCDONALD'S F26170 CHANDLER AZ                01/21",-17.47,DEBIT_CARD,1642.66,,
DEBIT,01/23/2023,"MAJESTIC CHANDLER 9 CHANDLER AZ              01/20",-76.36,DEBIT_CARD,1660.13,,
DEBIT,01/23/2023,"TEXAS ROADHOUSE #2512 TEMPE AZ               01/20",-85.96,DEBIT_CARD,1736.49,,
DEBIT,01/20/2023,"AMERICAN EXPRESS ACH PMT    M6402           WEB ID: 2005032111",-2.16,ACH_DEBIT,1822.45,,
DEBIT,01/20/2023,"CIRCLE K 05282 5060 E PHOENIX AZ             01/20",-36.09,DEBIT_CARD,1824.61,,
DEBIT,01/20/2023,"VITAL4MEN CHANDLER AZ                        01/18",-35.00,DEBIT_CARD,1860.70,,
DEBIT,01/19/2023,"APPLE.COM/BILL 866-712-7753 CA               01/19",-17.24,DEBIT_CARD,1895.70,,
DEBIT,01/19/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        01/18",-51.10,DEBIT_CARD,1912.94,,
DEBIT,01/18/2023,"WENDY'S   1175 W CHAND CHANDLER AZ           01/18",-15.33,DEBIT_CARD,1964.04,,
DEBIT,01/18/2023,"ABC*EOS FITNESS 602-6103945 AZ               01/18",-10.00,DEBIT_CARD,1979.37,,
DEBIT,01/18/2023,"APPLE.COM/BILL 866-712-7753 CA               01/18",-2.15,DEBIT_CARD,1989.37,,
DEBIT,01/17/2023,"VENMO            PAYMENT    1024702605301   WEB ID: 3264681992",-10.00,ACH_DEBIT,1991.52,,
DEBIT,01/17/2023,"PAYPAL           INST XFER  EXPRESSVPN      WEB ID: PAYPALSI77",-12.95,ACH_DEBIT,2001.52,,
DEBIT,01/17/2023,"HUGHES FCU ECM   LOAN PAY   14260423        WEB ID: 1751553739",-268.98,ACH_DEBIT,2014.47,,
DEBIT,01/17/2023,"IC* INSTACART HTTPSINSTACAR CA               01/17",-397.21,DEBIT_CARD,2283.45,,
DEBIT,01/17/2023,"SHELL OIL 12634667013 GILBERT AZ             01/15",-20.25,DEBIT_CARD,2680.66,,
DEBIT,01/17/2023,"Nintendo CD907015048 800-2553700 WA          01/15",-4.21,DEBIT_CARD,2700.91,,
DEBIT,01/17/2023,"GRUBHUBBROOKLYNVSPIZZ GRUBHUB.COM NY         01/16",-32.09,DEBIT_CARD,2705.12,,
DEBIT,01/17/2023,"Payment to Chase card ending in 9901 01/17",-3051.45,ACCT_XFER,2737.21,,
DEBIT,01/17/2023,"MCDONALD'S F18584 CHANDLER AZ                01/14",-9.72,DEBIT_CARD,5788.66,,
DEBIT,01/17/2023,"Autosave General Saving 11356676329",-430.00,ACCT_XFER,5798.38,,
DEBIT,01/17/2023,"BASHAS' #043 SUN LAKES AZ            413842  01/14",-22.30,DEBIT_CARD,6228.38,,
DEBIT,01/17/2023,"GRAVITATE SMOKE SHOP 6 CHANDLER AZ           01/14",-32.57,DEBIT_CARD,6250.68,,
DEBIT,01/17/2023,"GRUBHUBDAIRYQUEEN GRUBHUB.COM NY             01/15",-39.86,DEBIT_CARD,6283.25,,
DEBIT,01/17/2023,"CVS/PHARMACY #05891 800-746-7287 AZ          01/13",-26.59,DEBIT_CARD,6323.11,,
DEBIT,01/17/2023,"GRUBHUBPANDAEXPRESS GRUBHUB.COM NY           01/14",-21.10,DEBIT_CARD,6349.70,,
DEBIT,01/17/2023,"APPLE.COM/BILL 866-712-7753 CA               01/13",-3.22,DEBIT_CARD,6370.80,,
CREDIT,01/17/2023,"Online Transfer from SAV ...8306 transaction#: 16295540563",1500.00,ACCT_XFER,6374.02,,
DEBIT,01/13/2023,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,4874.02,,
DEBIT,01/13/2023,"NON-CHASE ATM WITHDRAW               335512  01/1313549 E C",-143.50,ATM,4877.02,,
DEBIT,01/13/2023,"Rocket Money     Premium    ST-R0J3P3K3Z5J8 CCD ID: 1800948598",-8.00,MISC_DEBIT,5020.52,,
CREDIT,01/13/2023,"ADP TOTALSOURCE  DIRECT DEP                 PPD ID: 9111111102",3166.90,ACH_CREDIT,5028.52,,
DEBIT,01/10/2023,"MCDONALD'S F24901 SUN LAKES AZ               01/09",-11.77,DEBIT_CARD,1861.62,,
DEBIT,01/09/2023,"PAYPAL           INST XFER  SPOTIFYUSAI     WEB ID: PAYPALSI77",-10.85,ACH_DEBIT,1873.39,,
DEBIT,01/09/2023,"ATT              Payment                    PPD ID: 9864031004",-75.05,ACH_DEBIT,1884.24,,
DEBIT,01/09/2023,"THE VAPE LAB CHANDLER AZ                     01/08",-19.39,DEBIT_CARD,1959.29,,
DEBIT,01/09/2023,"THE VAPE LAB CHANDLER AZ                     01/08",-19.39,DEBIT_CARD,1978.68,,
DEBIT,01/09/2023,"ZESTY ZZEEKS PIZZA & 480-591-1111 AZ         01/08",-57.50,DEBIT_CARD,1998.07,,
DEBIT,01/09/2023,"IC* INSTACART HTTPSINSTACAR CA               01/07",-101.66,DEBIT_CARD,2055.57,,
DEBIT,01/09/2023,"APPLE.COM/BILL 866-712-7753 CA               01/07",-21.55,DEBIT_CARD,2157.23,,
DEBIT,01/09/2023,"SP STASIS HTTPSTAKESTAS DE                   01/07",-79.00,DEBIT_CARD,2178.78,,
DEBIT,01/09/2023,"GRUBHUBPANERABREAD GRUBHUB.COM NY            01/08",-49.09,DEBIT_CARD,2257.78,,
DEBIT,01/09/2023,"CVS/PHARMACY #03491 800-746-7287 AZ          01/06",-35.00,DEBIT_CARD,2306.87,,
DEBIT,01/09/2023,"GRAVITATE SMOKE SHOP 4 CHANDLER AZ           01/06",-34.47,DEBIT_CARD,2341.87,,
DEBIT,01/06/2023,"CIRCLE K # 41601 1611 GILBERT AZ             01/06",-40.36,DEBIT_CARD,2376.34,,
DEBIT,01/06/2023,"VENMO            PAYMENT    1024535491013   WEB ID: 3264681992",-27.00,ACH_DEBIT,2416.70,,
DEBIT,01/06/2023,"BEVERLY CARTER HTTPSWWW.LINK AZ              01/06",-75.00,DEBIT_CARD,2443.70,,
DEBIT,01/06/2023,"THE VAPE LAB CHANDLER AZ                     01/05",-17.24,DEBIT_CARD,2518.70,,
DEBIT,01/06/2023,"IC* INSTACART HTTPSINSTACAR CA               01/06",-22.15,DEBIT_CARD,2535.94,,
DEBIT,01/06/2023,"IC* INSTACART*2190 HTTPSINSTACAR CA          01/05",-22.15,DEBIT_CARD,2558.09,,
DEBIT,01/06/2023,"U-HAUL STORAGE OF APA 800-789-3638 AZ        01/05",-56.21,DEBIT_CARD,2580.24,,
DEBIT,01/06/2023,"GRUBHUBPANERABREAD GRUBHUB.COM NY            01/05",-29.21,DEBIT_CARD,2636.45,,
DEBIT,01/05/2023,"IC* INSTACART HTTPSINSTACAR CA               01/05",-64.34,DEBIT_CARD,2665.66,,
DEBIT,01/05/2023,"VITAL4MEN CHANDLER AZ                        01/03",-35.00,DEBIT_CARD,2730.00,,
DEBIT,01/03/2023,"PAYPAL           INST XFER  SODASTREAM      WEB ID: PAYPALSI77",-64.28,ACH_DEBIT,2765.00,,
DEBIT,01/03/2023,"Zelle payment to Joey Bogushefsky 16190545245",-865.25,QUICKPAY_DEBIT,2829.28,,
DEBIT,01/03/2023,"IC* INSTACART HTTPSINSTACAR CA               01/03",-282.02,DEBIT_CARD,3694.53,,
DEBIT,01/03/2023,"GRUBHUBPANERABREAD GRUBHUB.COM NY            01/03",-33.55,DEBIT_CARD,3976.55,,
DEBIT,01/03/2023,"TARGET        00019596 MESA AZ               01/01",-28.55,DEBIT_CARD,4010.10,,
